# as_of_year	respondent_id	agency_name	agency_abbr	agency_code	loan_type_name	loan_type	property_type_name	property_type	loan_purpose_name	loan_purpose	owner_occupancy_name	owner_occupancy	loan_amount_000s	preapproval_name	preapproval	action_taken_name	action_taken	msamd_name	msamd	state_name	state_abbr	state_code	county_name	county_code	census_tract_number	applicant_ethnicity_name	applicant_ethnicity	co_applicant_ethnicity_name	co_applicant_ethnicity	applicant_race_name_1	applicant_race_1	applicant_race_name_2	applicant_race_2	applicant_race_name_3	applicant_race_3	applicant_race_name_4	applicant_race_4	applicant_race_name_5	applicant_race_5	co_applicant_race_name_1	co_applicant_race_1	co_applicant_race_name_2	co_applicant_race_2	co_applicant_race_name_3	co_applicant_race_3	co_applicant_race_name_4	co_applicant_race_4	co_applicant_race_name_5	co_applicant_race_5	applicant_sex_name	applicant_sex	co_applicant_sex_name	co_applicant_sex	applicant_income_000s	purchaser_type_name	purchaser_type	denial_reason_name_1	denial_reason_1	denial_reason_name_2	denial_reason_2	denial_reason_name_3	denial_reason_3	rate_spread	hoepa_status_name	hoepa_status	lien_status_name	lien_status	edit_status_name	edit_status	sequence_number	population	minority_population	hud_median_family_income	tract_to_msamd_income	number_of_owner_occupied_units	number_of_1_to_4_family_units	application_date_indicator	redlining_score
2017	84-1564935	Department of Housing and Urban Development	HUD	7	FHA-insured	2	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	216	Preapproval was requested	1	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0029.16	Information not provided by applicant in mail, Internet, or telephone application	3	Information not provided by applicant in mail, Internet, or telephone application	3	Information not provided by applicant in mail, Internet, or telephone application	6									Information not provided by applicant in mail, Internet, or telephone application	6									Male	1	Female	2	70	Other type of purchaser	9								Not a HOEPA loan	2	Secured by a first lien	1				2954	24.8799991607666	50500	71.0199966430664	803	1313		0.0
2017	0000451965	Consumer Financial Protection Bureau	CFPB	9	VA-guaranteed	3	One-to-four family dwelling (other than manufactured housing)	1	Refinancing	3	Owner-occupied as a principal dwelling	1	122	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0029.14	Information not provided by applicant in mail, Internet, or telephone application	3	No co-applicant	5	Information not provided by applicant in mail, Internet, or telephone application	6									No co-applicant	8									Information not provided by applicant in mail, Internet, or telephone application	3	No co-applicant	5		Ginnie Mae (GNMA)	2								Not a HOEPA loan	2	Secured by a first lien	1				3424	41.119998931884766	50500	144.85000610351562	816	1171		0.0
2017	7197000003	Department of Housing and Urban Development	HUD	7	VA-guaranteed	3	One-to-four family dwelling (other than manufactured housing)	1	Refinancing	3	Owner-occupied as a principal dwelling	1	228	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0009.04	Information not provided by applicant in mail, Internet, or telephone application	3	Information not provided by applicant in mail, Internet, or telephone application	3	Information not provided by applicant in mail, Internet, or telephone application	6									Information not provided by applicant in mail, Internet, or telephone application	6									Information not provided by applicant in mail, Internet, or telephone application	3	Information not provided by applicant in mail, Internet, or telephone application	3	146	Ginnie Mae (GNMA)	2								Not a HOEPA loan	2	Secured by a first lien	1				4078	39.630001068115234	50500	70.93000030517578	1079	1580		0.0
2017	0000068671	National Credit Union Administration	NCUA	5	VA-guaranteed	3	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	205	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0029.14	Information not provided by applicant in mail, Internet, or telephone application	3	Information not provided by applicant in mail, Internet, or telephone application	3	Information not provided by applicant in mail, Internet, or telephone application	6									Information not provided by applicant in mail, Internet, or telephone application	6									Information not provided by applicant in mail, Internet, or telephone application	3	Information not provided by applicant in mail, Internet, or telephone application	3	59	Other type of purchaser	9								Not a HOEPA loan	2	Secured by a first lien	1				3424	41.119998931884766	50500	144.85000610351562	816	1171		0.0
2017	7197000003	Department of Housing and Urban Development	HUD	7	Conventional	1	One-to-four family dwelling (other than manufactured housing)	1	Refinancing	3	Owner-occupied as a principal dwelling	1	104	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0028.02	Information not provided by applicant in mail, Internet, or telephone application	3	No co-applicant	5	Information not provided by applicant in mail, Internet, or telephone application	6									No co-applicant	8									Information not provided by applicant in mail, Internet, or telephone application	3	No co-applicant	5	90	Freddie Mac (FHLMC)	3								Not a HOEPA loan	2	Secured by a first lien	1				3761	43.41999816894531	50500	97.16000366210938	1073	1624		0.0
2017	7197000003	Department of Housing and Urban Development	HUD	7	FHA-insured	2	One-to-four family dwelling (other than manufactured housing)	1	Refinancing	3	Owner-occupied as a principal dwelling	1	127	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0016.00	Information not provided by applicant in mail, Internet, or telephone application	3	Information not provided by applicant in mail, Internet, or telephone application	3	Information not provided by applicant in mail, Internet, or telephone application	6									Information not provided by applicant in mail, Internet, or telephone application	6									Female	2	Male	1	30	Ginnie Mae (GNMA)	2								Not a HOEPA loan	2	Secured by a first lien	1				1849	33.529998779296875	50500	110.81999969482422	668	761		0.18086404286115837
2017	84-1564935	Department of Housing and Urban Development	HUD	7	FHA-insured	2	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	118	Preapproval was requested	1	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0024.00	Not Hispanic or Latino	2	No co-applicant	5	White	5									No co-applicant	8									Male	1	No co-applicant	5	48	Ginnie Mae (GNMA)	2								Not a HOEPA loan	2	Secured by a first lien	1				1804	65.41000366210938	50500	82.98999786376953	442	874		0.5101115161488394
2017	0000852218	Consumer Financial Protection Bureau	CFPB	9	Conventional	1	One-to-four family dwelling (other than manufactured housing)	1	Refinancing	3	Owner-occupied as a principal dwelling	1	97	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0004.00	Hispanic or Latino	1	No co-applicant	5	White	5									No co-applicant	8									Male	1	No co-applicant	5	64	Freddie Mac (FHLMC)	3								Not a HOEPA loan	2	Secured by a first lien	1				2792	49.93000030517578	50500	70.38999938964844	581	1048		0.3133523661965485
2017	7197000003	Department of Housing and Urban Development	HUD	7	Conventional	1	One-to-four family dwelling (other than manufactured housing)	1	Refinancing	3	Owner-occupied as a principal dwelling	1	116	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0023.00	Information not provided by applicant in mail, Internet, or telephone application	3	No co-applicant	5	Information not provided by applicant in mail, Internet, or telephone application	6									No co-applicant	8									Information not provided by applicant in mail, Internet, or telephone application	3	No co-applicant	5	33	Fannie Mae (FNMA)	1								Not a HOEPA loan	2	Secured by a first lien	1				3342	64.2699966430664	50500	64.52999877929688	727	1382		0.35456869388578655
2017	0000065788	National Credit Union Administration	NCUA	5	Conventional	1	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	134	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0023.00	Information not provided by applicant in mail, Internet, or telephone application	3	No co-applicant	5	Information not provided by applicant in mail, Internet, or telephone application	6									No co-applicant	8									Information not provided by applicant in mail, Internet, or telephone application	3	No co-applicant	5	35	Fannie Mae (FNMA)	1								Not a HOEPA loan	2	Secured by a first lien	1				3342	64.2699966430664	50500	64.52999877929688	727	1382		0.35456869388578655
2017	7197000003	Department of Housing and Urban Development	HUD	7	Conventional	1	One-to-four family dwelling (other than manufactured housing)	1	Refinancing	3	Owner-occupied as a principal dwelling	1	120	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0017.00	Information not provided by applicant in mail, Internet, or telephone application	3	No co-applicant	5	Information not provided by applicant in mail, Internet, or telephone application	6									No co-applicant	8									Information not provided by applicant in mail, Internet, or telephone application	3	No co-applicant	5	68	Fannie Mae (FNMA)	1								Not a HOEPA loan	2	Secured by a first lien	1				4445	39.54999923706055	50500	107.66000366210938	1417	1806		0.44394986347902543
2017	22-3039688	Department of Housing and Urban Development	HUD	7	VA-guaranteed	3	One-to-four family dwelling (other than manufactured housing)	1	Refinancing	3	Owner-occupied as a principal dwelling	1	207	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0029.11	Information not provided by applicant in mail, Internet, or telephone application	3	No co-applicant	5	Information not provided by applicant in mail, Internet, or telephone application	6									No co-applicant	8									Information not provided by applicant in mail, Internet, or telephone application	3	No co-applicant	5	75	Ginnie Mae (GNMA)	2								Not a HOEPA loan	2	Secured by a first lien	1				2813	29.110000610351562	50500	162.08999633789062	882	958		0.0
2017	0000068671	National Credit Union Administration	NCUA	5	Conventional	1	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	76	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0027.00	Information not provided by applicant in mail, Internet, or telephone application	3	No co-applicant	5	Information not provided by applicant in mail, Internet, or telephone application	6									No co-applicant	8									Information not provided by applicant in mail, Internet, or telephone application	3	No co-applicant	5	34	Loan was not originated or was not sold in calendar year covered by register	0								Not a HOEPA loan	2	Secured by a first lien	1				5417	59.91999816894531	50500	70.0199966430664	1466	2186		1.0
2017	0000451965	Consumer Financial Protection Bureau	CFPB	9	Conventional	1	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	93	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0024.00	Not Hispanic or Latino	2	No co-applicant	5	White	5									No co-applicant	8									Male	1	No co-applicant	5	46	Fannie Mae (FNMA)	1								Not a HOEPA loan	2	Secured by a first lien	1				1804	65.41000366210938	50500	82.98999786376953	442	874		0.5101115161488394
2017	7327200005	Department of Housing and Urban Development	HUD	7	Conventional	1	One-to-four family dwelling (other than manufactured housing)	1	Refinancing	3	Owner-occupied as a principal dwelling	1	62	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0024.00	Not Hispanic or Latino	2	No co-applicant	5	White	5									No co-applicant	8									Male	1	No co-applicant	5	46	Life insurance company, credit union, mortgage bank, or finance company	7								Not a HOEPA loan	2	Secured by a first lien	1				1804	65.41000366210938	50500	82.98999786376953	442	874		0.5101115161488394
2017	0000068240	National Credit Union Administration	NCUA	5	Conventional	1	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	62	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0031.06	Hispanic or Latino	1	No co-applicant	5	Information not provided by applicant in mail, Internet, or telephone application	6									No co-applicant	8									Male	1	No co-applicant	5	56	Loan was not originated or was not sold in calendar year covered by register	0								Not a HOEPA loan	2	Secured by a first lien	1				1200	35.5	50500	110.86000061035156	402	472		0.0
2017	0000068671	National Credit Union Administration	NCUA	5	Conventional	1	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	265	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0009.02	Not Hispanic or Latino	2	Not Hispanic or Latino	2	White	5									White	5									Male	1	Female	2	108	Loan was not originated or was not sold in calendar year covered by register	0								Not a HOEPA loan	2	Secured by a first lien	1				6189	62.61000061035156	50500	87.66999816894531	1355	2114		0.0
2017	86-0860478	Department of Housing and Urban Development	HUD	7	FHA-insured	2	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	164	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0028.04	Not Hispanic or Latino	2	No co-applicant	5	White	5									No co-applicant	8									Female	2	No co-applicant	5	38	Commercial bank, savings bank or savings association	6								Not a HOEPA loan	2	Secured by a first lien	1				4389	10.90999984741211	50500	126.2300033569336	1451	2225		0.0
2017	38-2750395	Department of Housing and Urban Development	HUD	7	VA-guaranteed	3	One-to-four family dwelling (other than manufactured housing)	1	Refinancing	3	Owner-occupied as a principal dwelling	1	185	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0018.00	Hispanic or Latino	1	No co-applicant	5	White	5									No co-applicant	8									Male	1	No co-applicant	5	53	Ginnie Mae (GNMA)	2								Not a HOEPA loan	2	Secured by a first lien	1				2294	47.16999816894531	50500	76.75	706	1133		0.33161589940616526
2017	0000504713	Consumer Financial Protection Bureau	CFPB	9	Conventional	1	One-to-four family dwelling (other than manufactured housing)	1	Refinancing	3	Owner-occupied as a principal dwelling	1	87	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0009.02	Not Hispanic or Latino	2	Not Hispanic or Latino	2	White	5									White	5									Male	1	Female	2	68	Loan was not originated or was not sold in calendar year covered by register	0								Not a HOEPA loan	2	Secured by a first lien	1				6189	62.61000061035156	50500	87.66999816894531	1355	2114		0.0
2017	20-3702275	Department of Housing and Urban Development	HUD	7	VA-guaranteed	3	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	285	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0028.07	Not Hispanic or Latino	2	Not Hispanic or Latino	2	White	5									White	5									Male	1	Female	2	78	Ginnie Mae (GNMA)	2								Not a HOEPA loan	2	Secured by a first lien	1				4480	48.619998931884766	50500	128.27999877929688	1321	1721		0.0
2017	7327200005	Department of Housing and Urban Development	HUD	7	Conventional	1	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	158	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0028.07	Hispanic or Latino	1	No co-applicant	5	White	5									No co-applicant	8									Female	2	No co-applicant	5	34	Life insurance company, credit union, mortgage bank, or finance company	7								Not a HOEPA loan	2	Secured by a first lien	1				4480	48.619998931884766	50500	128.27999877929688	1321	1721		0.0
